date,area,average_price,code,houses_sold,no_of_crimes,borough_flag,year
2018-01-06,camden,850613,E09000007,160,3024,1,2018
2018-01-07,camden,837712,E09000007,161,3114,1,2018
2018-01-08,camden,827363,E09000007,189,2860,1,2018
2018-01-09,camden,817464,E09000007,137,2893,1,2018
2018-01-10,camden,808321,E09000007,127,3057,1,2018
2018-01-11,camden,807225,E09000007,163,3137,1,2018
2018-01-12,camden,867795,E09000007,196,2965,1,2018
2019-01-01,camden,867808,E09000007,102,3057,1,2019
2019-01-02,camden,864136,E09000007,119,3170,1,2019
2019-01-03,camden,807895,E09000007,132,3457,1,2019
2019-01-04,camden,822533,E09000007,126,3234,1,2019
2019-01-05,camden,836880,E09000007,104,3294,1,2019
2019-01-06,camden,871354,E09000007,146,3162,1,2019
2019-01-07,camden,881212,E09000007,152,3461,1,2019
2019-01-08,camden,855721,E09000007,121,3210,1,2019
2019-01-09,camden,828560,E09000007,127,3342,1,2019
2019-01-10,camden,799950,E09000007,137,3736,1,2019
2019-01-11,camden,818880,E09000007,125,3447,1,2019
2001-01-01,croydon,127511,E09000008,352,2800,1,2001
2001-01-02,croydon,128762,E09000008,407,2604,1,2001
2001-01-03,croydon,127734,E09000008,500,2819,1,2001
2001-01-04,croydon,125019,E09000008,501,2774,1,2001
2001-01-05,croydon,125998,E09000008,526,3039,1,2001
2001-01-06,croydon,129022,E09000008,665,3066,1,2001
2001-01-07,croydon,132897,E09000008,754,3103,1,2001
2001-01-08,croydon,135558,E09000008,753,2839,1,2001
2001-01-09,croydon,137157,E09000008,549,2688,1,2001
2001-01-10,croydon,138691,E09000008,607,3077,1,2001
2001-01-11,croydon,140118,E09000008,738,2995,1,2001
2001-01-12,croydon,141645,E09000008,560,2743,1,2001
2002-01-01,croydon,143108,E09000008,455,2998,1,2002
2002-01-02,croydon,144641,E09000008,561,2832,1,2002
2002-01-03,croydon,146049,E09000008,637,2930,1,2002
2002-01-04,croydon,148537,E09000008,611,3238,1,2002
2002-01-05,croydon,151795,E09000008,894,3263,1,2002
2002-01-06,croydon,154509,E09000008,644,2992,1,2002
2002-01-07,croydon,157328,E09000008,916,3257,1,2002
2002-01-08,croydon,160483,E09000008,841,3166,1,2002
2002-01-09,croydon,163974,E09000008,694,2958,1,2002
2002-01-10,croydon,167439,E09000008,774,2906,1,2002
2002-01-11,croydon,171614,E09000008,816,2955,1,2002
2002-01-12,croydon,174796,E09000008,661,2795,1,2002
2003-01-01,croydon,177880,E09000008,576,2880,1,2003
2003-01-02,croydon,179868,E09000008,548,2579,1,2003
2003-01-03,croydon,181540,E09000008,564,2851,1,2003
2003-01-04,croydon,183801,E09000008,551,2793,1,2003
2003-01-05,croydon,185932,E09000008,570,3108,1,2003
2003-01-06,croydon,187553,E09000008,571,3121,1,2003
2003-01-07,croydon,187761,E09000008,601,3034,1,2003
2003-01-08,croydon,186702,E09000008,707,2551,1,2003
2003-01-09,croydon,188268,E09000008,672,2735,1,2003
2003-01-10,croydon,189355,E09000008,727,2963,1,2003
2003-01-11,croydon,190747,E09000008,788,2783,1,2003
2003-01-12,croydon,190002,E09000008,671,2679,1,2003
2004-01-01,croydon,190401,E09000008,556,3010,1,2004
2004-01-02,croydon,190354,E09000008,575,2996,1,2004
2004-01-03,croydon,192275,E09000008,647,3107,1,2004
2004-01-04,croydon,194279,E09000008,692,2927,1,2004
2004-01-05,croydon,196513,E09000008,611,2779,1,2004
2004-01-06,croydon,199033,E09000008,696,3023,1,2004
2004-01-07,croydon,200128,E09000008,788,2704,1,2004
2004-01-08,croydon,201797,E09000008,674,2969,1,2004
2004-01-09,croydon,202307,E09000008,657,2633,1,2004
2004-01-10,croydon,204325,E09000008,640,2727,1,2004
2004-01-11,croydon,205519,E09000008,548,2759,1,2004
2004-01-12,croydon,206133,E09000008,502,2519,1,2004
2005-01-01,croydon,206825,E09000008,373,2652,1,2005
2005-01-02,croydon,204754,E09000008,343,2368,1,2005
2005-01-03,croydon,204802,E09000008,438,2744,1,2005
2005-01-04,croydon,202976,E09000008,465,2954,1,2005
2005-01-05,croydon,204439,E09000008,513,2898,1,2005
2005-01-06,croydon,203802,E09000008,537,2762,1,2005
2005-01-07,croydon,204598,E09000008,597,2803,1,2005
2005-01-08,croydon,203256,E09000008,604,2642,1,2005
2005-01-09,croydon,203882,E09000008,642,2579,1,2005
2005-01-10,croydon,204015,E09000008,571,2773,1,2005
2005-01-11,croydon,204773,E09000008,617,2656,1,2005
2005-01-12,croydon,204766,E09000008,547,2611,1,2005
2006-01-01,croydon,204536,E09000008,467,2643,1,2006
2006-01-02,croydon,207312,E09000008,556,2357,1,2006
2006-01-03,croydon,208650,E09000008,663,2819,1,2006
2006-01-04,croydon,209106,E09000008,496,2663,1,2006
2006-01-05,croydon,208380,E09000008,598,2904,1,2006
2006-01-06,croydon,209865,E09000008,741,2610,1,2006
2006-01-07,croydon,212185,E09000008,725,2557,1,2006
2006-01-08,croydon,214493,E09000008,816,2400,1,2006
2006-01-09,croydon,216165,E09000008,715,2465,1,2006
2006-01-10,croydon,216699,E09000008,785,2611,1,2006
2006-01-11,croydon,218396,E09000008,760,2681,1,2006
2006-01-12,croydon,219548,E09000008,723,2142,1,2006
2007-01-01,croydon,222691,E09000008,599,2811,1,2007
2007-01-02,croydon,223464,E09000008,587,2217,1,2007
2007-01-03,croydon,225720,E09000008,696,2542,1,2007
2007-01-04,croydon,226610,E09000008,623,2394,1,2007
2007-01-05,croydon,228084,E09000008,678,2561,1,2007
2007-01-06,croydon,230189,E09000008,714,2564,1,2007
2007-01-07,croydon,233835,E09000008,757,2679,1,2007
2007-01-08,croydon,238536,E09000008,891,2276,1,2007
2007-01-09,croydon,240249,E09000008,665,2356,1,2007
2007-01-10,croydon,242725,E09000008,745,2555,1,2007
2007-01-11,croydon,244209,E09000008,694,2492,1,2007
2007-01-12,croydon,247677,E09000008,531,2229,1,2007
2008-01-01,croydon,248005,E09000008,400,2642,1,2008
2008-01-02,croydon,246977,E09000008,438,2397,1,2008
2008-01-03,croydon,245128,E09000008,399,2548,1,2008
2008-01-04,croydon,243468,E09000008,382,2358,1,2008
2008-01-05,croydon,242414,E09000008,395,2665,1,2008
2008-01-06,croydon,239830,E09000008,326,2727,1,2008
2008-01-07,croydon,237926,E09000008,292,2802,1,2008
2008-01-08,croydon,238642,E09000008,265,2587,1,2008
2008-01-09,croydon,233163,E09000008,246,2728,1,2008
2008-01-10,croydon,226844,E09000008,254,2700,1,2008
2008-01-11,croydon,216988,E09000008,198,2698,1,2008
2008-01-12,croydon,212597,E09000008,237,2655,1,2008
2009-01-01,croydon,207072,E09000008,142,2576,1,2009
2009-01-02,croydon,204911,E09000008,160,2487,1,2009
2009-01-03,croydon,202464,E09000008,221,2788,1,2009
2009-01-04,croydon,202637,E09000008,209,2744,1,2009
2009-01-05,croydon,200479,E09000008,210,2746,1,2009
2009-01-06,croydon,199415,E09000008,278,2803,1,2009
2009-01-07,croydon,200103,E09000008,306,2755,1,2009
2009-01-08,croydon,201442,E09000008,351,2655,1,2009
2009-01-09,croydon,203917,E09000008,318,2603,1,2009
2009-01-10,croydon,205123,E09000008,375,2600,1,2009
2009-01-11,croydon,206571,E09000008,306,2807,1,2009
2009-01-12,croydon,210343,E09000008,471,2503,1,2009
2010-01-01,croydon,211896,E09000008,225,2597,1,2010
2010-01-02,croydon,217607,E09000008,296,2490,1,2010
2010-01-03,croydon,219481,E09000008,303,2836,1,2010
2010-01-04,croydon,222847,E09000008,263,2708,1,2010
2010-01-05,croydon,220281,E09000008,290,2664,1,2010
2010-01-06,croydon,219297,E09000008,327,2890,1,2010
2010-01-07,croydon,217832,E09000008,326,2740,1,2010
2010-01-08,croydon,219854,E09000008,365,2689,1,2010
2010-01-09,croydon,220917,E09000008,307,2722,1,2010
2010-01-10,croydon,220973,E09000008,324,2712,1,2010
2010-01-11,croydon,217848,E09000008,280,2854,1,2010
2010-01-12,croydon,214845,E09000008,319,2360,1,2010
2011-01-01,croydon,213990,E09000008,197,2687,1,2011
2011-01-02,croydon,214081,E09000008,229,2489,1,2011
2011-01-03,croydon,213551,E09000008,269,2772,1,2011
2011-01-04,croydon,213975,E09000008,237,2625,1,2011
2011-01-05,croydon,213419,E09000008,245,2807,1,2011
2011-01-06,croydon,214114,E09000008,276,2838,1,2011
2011-01-07,croydon,215233,E09000008,340,2865,1,2011
2011-01-08,croydon,215870,E09000008,352,3004,1,2011
2011-01-09,croydon,217591,E09000008,323,2537,1,2011
2011-01-10,croydon,216699,E09000008,339,2727,1,2011
2011-01-11,croydon,218799,E09000008,317,2712,1,2011
2011-01-12,croydon,217809,E09000008,369,2309,1,2011
2012-01-01,croydon,217209,E09000008,226,3161,1,2012
2012-01-02,croydon,217908,E09000008,261,2362,1,2012
2012-01-03,croydon,218199,E09000008,421,2836,1,2012
2012-01-04,croydon,221232,E09000008,192,2566,1,2012
2012-01-05,croydon,221817,E09000008,299,2815,1,2012
2012-01-06,croydon,223323,E09000008,275,2707,1,2012
2012-01-07,croydon,222293,E09000008,312,2713,1,2012
2012-01-08,croydon,222026,E09000008,334,2614,1,2012
2012-01-09,croydon,223036,E09000008,287,2565,1,2012
2012-01-10,croydon,223602,E09000008,350,2674,1,2012
2012-01-11,croydon,224418,E09000008,372,2870,1,2012
2012-01-12,croydon,226742,E09000008,288,2533,1,2012
2013-01-01,croydon,225826,E09000008,253,2424,1,2013
2013-01-02,croydon,224199,E09000008,299,2261,1,2013
2013-01-03,croydon,223504,E09000008,358,2372,1,2013
2013-01-04,croydon,224769,E09000008,297,2250,1,2013
2013-01-05,croydon,230346,E09000008,385,2348,1,2013
2013-01-06,croydon,234713,E09000008,411,2421,1,2013
2013-01-07,croydon,238170,E09000008,440,2622,1,2013
2013-01-08,croydon,240106,E09000008,436,2380,1,2013
2013-01-09,croydon,240106,E09000008,404,2266,1,2013
2013-01-10,croydon,242224,E09000008,535,2515,1,2013
2013-01-11,croydon,243100,E09000008,486,2361,1,2013
2013-01-12,croydon,246215,E09000008,548,2231,1,2013
2014-01-01,croydon,249311,E09000008,455,2484,1,2014
2014-01-02,croydon,253192,E09000008,468,2031,1,2014
2014-01-03,croydon,257225,E09000008,532,2301,1,2014
2014-01-04,croydon,265667,E09000008,517,2122,1,2014
2014-01-05,croydon,271044,E09000008,469,2229,1,2014
2014-01-06,croydon,274344,E09000008,507,2367,1,2014
2014-01-07,croydon,276361,E09000008,531,2459,1,2014
2014-01-08,croydon,283801,E09000008,552,2303,1,2014
2014-01-09,croydon,290460,E09000008,539,2402,1,2014
2014-01-10,croydon,294574,E09000008,541,2565,1,2014
2014-01-11,croydon,291730,E09000008,460,2528,1,2014
2014-01-12,croydon,290220,E09000008,439,2556,1,2014
2015-01-01,croydon,288819,E09000008,403,2475,1,2015
2015-01-02,croydon,290155,E09000008,412,2172,1,2015
2015-01-03,croydon,292750,E09000008,479,2628,1,2015
2015-01-04,croydon,295859,E09000008,415,2399,1,2015
2015-01-05,croydon,297565,E09000008,489,2617,1,2015
2015-01-06,croydon,299876,E09000008,492,2673,1,2015
2015-01-07,croydon,306206,E09000008,554,2473,1,2015
2015-01-08,croydon,313112,E09000008,494,2325,1,2015
2015-01-09,croydon,320175,E09000008,538,2304,1,2015
2015-01-10,croydon,323263,E09000008,510,2370,1,2015
2015-01-11,croydon,326504,E09000008,505,2557,1,2015
2015-01-12,croydon,330486,E09000008,475,2339,1,2015
2016-01-01,croydon,332811,E09000008,375,2334,1,2016
2016-01-02,croydon,337821,E09000008,413,2260,1,2016
2016-01-03,croydon,342038,E09000008,832,2312,1,2016
2016-01-04,croydon,348190,E09000008,312,2454,1,2016
2016-01-05,croydon,352808,E09000008,389,2724,1,2016
2016-01-06,croydon,358488,E09000008,411,2578,1,2016
2016-01-07,croydon,363898,E09000008,487,2824,1,2016
2016-01-08,croydon,369722,E09000008,491,2636,1,2016
2016-01-09,croydon,369069,E09000008,436,2609,1,2016
2016-01-10,croydon,368082,E09000008,430,2524,1,2016
2016-01-11,croydon,363662,E09000008,369,2426,1,2016
2016-01-12,croydon,363571,E09000008,367,2518,1,2016
2017-01-01,croydon,363241,E09000008,360,2512,1,2017
2017-01-02,croydon,367221,E09000008,423,2312,1,2017
2017-01-03,croydon,368767,E09000008,447,2683,1,2017
2017-01-04,croydon,369562,E09000008,408,2395,1,2017
2017-01-05,croydon,368801,E09000008,404,2603,1,2017
2017-01-06,croydon,373122,E09000008,451,2613,1,2017
2017-01-07,croydon,377038,E09000008,430,2694,1,2017
2017-01-08,croydon,378273,E09000008,434,2605,1,2017
2017-01-09,croydon,378859,E09000008,460,2523,1,2017
2017-01-10,croydon,375688,E09000008,420,2530,1,2017
2017-01-11,croydon,375640,E09000008,384,2569,1,2017
2017-01-12,croydon,374441,E09000008,394,2549,1,2017
2018-01-01,croydon,372312,E09000008,326,2608,1,2018
2018-01-02,croydon,371040,E09000008,277,2417,1,2018
2018-01-03,croydon,366045,E09000008,314,2544,1,2018
2018-01-04,croydon,368281,E09000008,283,2509,1,2018
2018-01-05,croydon,370541,E09000008,329,2655,1,2018
2018-01-06,croydon,373886,E09000008,386,2425,1,2018
2018-01-07,croydon,374361,E09000008,383,2702,1,2018
2018-01-08,croydon,372035,E09000008,417,2579,1,2018
2018-01-09,croydon,371793,E09000008,350,2516,1,2018
2018-01-10,croydon,370363,E09000008,420,2810,1,2018
2018-01-11,croydon,368735,E09000008,405,2620,1,2018
2018-01-12,croydon,364189,E09000008,293,2646,1,2018
2019-01-01,croydon,365096,E09000008,271,2642,1,2019
2019-01-02,croydon,364414,E09000008,299,2569,1,2019
2019-01-03,croydon,367828,E09000008,348,2832,1,2019
2019-01-04,croydon,364013,E09000008,289,2615,1,2019
2019-01-05,croydon,364371,E09000008,312,2796,1,2019
2019-01-06,croydon,363161,E09000008,300,2656,1,2019
2019-01-07,croydon,365262,E09000008,357,3134,1,2019
2019-01-08,croydon,363885,E09000008,361,2878,1,2019
2019-01-09,croydon,364997,E09000008,319,2898,1,2019
2019-01-10,croydon,364424,E09000008,374,3074,1,2019
2019-01-11,croydon,367458,E09000008,301,2993,1,2019
2001-01-01,ealing,159483,E09000009,377,2705,1,2001
2001-01-02,ealing,160992,E09000009,354,2574,1,2001
2001-01-03,ealing,163828,E09000009,476,2865,1,2001
2001-01-04,ealing,165509,E09000009,456,2902,1,2001
2001-01-05,ealing,167827,E09000009,516,2879,1,2001
2001-01-06,ealing,168655,E09000009,594,2987,1,2001
2001-01-07,ealing,169734,E09000009,575,2851,1,2001
2001-01-08,ealing,173686,E09000009,678,2760,1,2001
2001-01-09,ealing,177658,E09000009,546,2757,1,2001
2001-01-10,ealing,179856,E09000009,508,2928,1,2001
2001-01-11,ealing,177919,E09000009,544,2951,1,2001
2001-01-12,ealing,177139,E09000009,413,2796,1,2001
2002-01-01,ealing,178154,E09000009,412,3031,1,2002
2002-01-02,ealing,181826,E09000009,390,2608,1,2002
2002-01-03,ealing,185613,E09000009,500,2873,1,2002
2002-01-04,ealing,190470,E09000009,473,3170,1,2002
2002-01-05,ealing,193306,E09000009,662,3198,1,2002
2002-01-06,ealing,197100,E09000009,461,2868,1,2002
2002-01-07,ealing,199214,E09000009,582,3030,1,2002
2002-01-08,ealing,204196,E09000009,657,2983,1,2002
2002-01-09,ealing,208311,E09000009,567,2942,1,2002
2002-01-10,ealing,213391,E09000009,552,2833,1,2002
2002-01-11,ealing,213914,E09000009,515,2709,1,2002
2002-01-12,ealing,215626,E09000009,457,2602,1,2002
2003-01-01,ealing,214973,E09000009,383,2818,1,2003
2003-01-02,ealing,218803,E09000009,400,2688,1,2003
2003-01-03,ealing,219128,E09000009,377,2973,1,2003
2003-01-04,ealing,221546,E09000009,376,2691,1,2003
2003-01-05,ealing,221371,E09000009,409,2872,1,2003
2003-01-06,ealing,221573,E09000009,452,2870,1,2003
2003-01-07,ealing,220705,E09000009,483,3115,1,2003
2003-01-08,ealing,221299,E09000009,575,2881,1,2003
2003-01-09,ealing,222089,E09000009,552,2924,1,2003
2003-01-10,ealing,224164,E09000009,618,2908,1,2003
2003-01-11,ealing,226069,E09000009,626,2597,1,2003
2003-01-12,ealing,228550,E09000009,498,2597,1,2003
2004-01-01,ealing,229859,E09000009,502,2897,1,2004
2004-01-02,ealing,230519,E09000009,510,2884,1,2004
2004-01-03,ealing,231657,E09000009,567,3079,1,2004
2004-01-04,ealing,234888,E09000009,554,2937,1,2004
2004-01-05,ealing,238668,E09000009,468,2982,1,2004
2004-01-06,ealing,243308,E09000009,595,2858,1,2004
2004-01-07,ealing,246214,E09000009,628,2831,1,2004
2004-01-08,ealing,248541,E09000009,521,2746,1,2004
2004-01-09,ealing,248637,E09000009,450,2792,1,2004
2004-01-10,ealing,246355,E09000009,454,2752,1,2004
2004-01-11,ealing,247226,E09000009,393,2738,1,2004
2004-01-12,ealing,246591,E09000009,366,2575,1,2004
2005-01-01,ealing,244937,E09000009,271,2725,1,2005
2005-01-02,ealing,241052,E09000009,271,2549,1,2005
2005-01-03,ealing,239429,E09000009,354,2687,1,2005
2005-01-04,ealing,242940,E09000009,374,2724,1,2005
2005-01-05,ealing,244911,E09000009,367,2869,1,2005
2005-01-06,ealing,245663,E09000009,424,2937,1,2005
2005-01-07,ealing,247401,E09000009,432,2798,1,2005
2005-01-08,ealing,248384,E09000009,490,2678,1,2005
2005-01-09,ealing,249674,E09000009,508,2736,1,2005
2005-01-10,ealing,246674,E09000009,441,3020,1,2005
2005-01-11,ealing,243406,E09000009,474,2927,1,2005
2005-01-12,ealing,243992,E09000009,475,2677,1,2005
2006-01-01,ealing,247594,E09000009,421,2818,1,2006
2006-01-02,ealing,251239,E09000009,387,2547,1,2006
2006-01-03,ealing,250284,E09000009,500,2953,1,2006
2006-01-04,ealing,251679,E09000009,443,2805,1,2006
2006-01-05,ealing,255038,E09000009,431,2990,1,2006
2006-01-06,ealing,259625,E09000009,552,2959,1,2006
2006-01-07,ealing,261997,E09000009,619,2843,1,2006
2006-01-08,ealing,265047,E09000009,664,2674,1,2006
2006-01-09,ealing,269299,E09000009,600,2906,1,2006
2006-01-10,ealing,270345,E09000009,639,2777,1,2006
2006-01-11,ealing,269520,E09000009,617,2979,1,2006
2006-01-12,ealing,270808,E09000009,609,2551,1,2006
2007-01-01,ealing,273569,E09000009,521,3000,1,2007
2007-01-02,ealing,279643,E09000009,468,2649,1,2007
2007-01-03,ealing,282097,E09000009,587,2817,1,2007
2007-01-04,ealing,286146,E09000009,450,2550,1,2007
2007-01-05,ealing,286842,E09000009,540,2874,1,2007
2007-01-06,ealing,289264,E09000009,642,2628,1,2007
2007-01-07,ealing,295486,E09000009,559,2667,1,2007
2007-01-08,ealing,300586,E09000009,610,2625,1,2007
2007-01-09,ealing,305955,E09000009,467,2497,1,2007
2007-01-10,ealing,307579,E09000009,511,2879,1,2007
2007-01-11,ealing,309936,E09000009,445,2802,1,2007
2007-01-12,ealing,308303,E09000009,358,2588,1,2007
2008-01-01,ealing,310173,E09000009,336,2755,1,2008
2008-01-02,ealing,305649,E09000009,310,2724,1,2008
2008-01-03,ealing,307788,E09000009,276,2483,1,2008
2008-01-04,ealing,300884,E09000009,269,2468,1,2008
2008-01-05,ealing,304014,E09000009,253,2680,1,2008
2008-01-06,ealing,299363,E09000009,209,2555,1,2008
2008-01-07,ealing,297370,E09000009,255,2770,1,2008
2008-01-08,ealing,293303,E09000009,185,2508,1,2008
2008-01-09,ealing,293399,E09000009,165,2467,1,2008
2008-01-10,ealing,286906,E09000009,176,2872,1,2008
2008-01-11,ealing,279322,E09000009,120,2621,1,2008
2008-01-12,ealing,265723,E09000009,166,2337,1,2008
2009-01-01,ealing,257539,E09000009,96,2567,1,2009
2009-01-02,ealing,253953,E09000009,105,2477,1,2009
2009-01-03,ealing,251130,E09000009,116,2791,1,2009
2009-01-04,ealing,250917,E09000009,143,2552,1,2009
2009-01-05,ealing,251077,E09000009,161,2693,1,2009
2009-01-06,ealing,255022,E09000009,212,2757,1,2009
2009-01-07,ealing,263724,E09000009,248,2755,1,2009
2009-01-08,ealing,268788,E09000009,227,2729,1,2009
2009-01-09,ealing,277406,E09000009,237,2684,1,2009
2009-01-10,ealing,280529,E09000009,268,2749,1,2009
2009-01-11,ealing,278843,E09000009,243,2587,1,2009
2009-01-12,ealing,279575,E09000009,312,2392,1,2009
2010-01-01,ealing,283234,E09000009,231,2506,1,2010
2010-01-02,ealing,287882,E09000009,207,2673,1,2010
2010-01-03,ealing,288740,E09000009,254,3106,1,2010
2010-01-04,ealing,285639,E09000009,246,2985,1,2010
2010-01-05,ealing,286726,E09000009,230,3244,1,2010
2010-01-06,ealing,287130,E09000009,284,3195,1,2010
2010-01-07,ealing,293318,E09000009,306,3401,1,2010
2010-01-08,ealing,298161,E09000009,266,2868,1,2010
2010-01-09,ealing,301225,E09000009,311,2769,1,2010
2010-01-10,ealing,302710,E09000009,265,2953,1,2010
2010-01-11,ealing,299906,E09000009,297,3010,1,2010
2010-01-12,ealing,299238,E09000009,272,2451,1,2010
2011-01-01,ealing,299150,E09000009,191,2571,1,2011
2011-01-02,ealing,301738,E09000009,218,2648,1,2011
2011-01-03,ealing,299740,E09000009,224,2943,1,2011
2011-01-04,ealing,300859,E09000009,225,2914,1,2011
2011-01-05,ealing,298099,E09000009,227,3156,1,2011
2011-01-06,ealing,302247,E09000009,222,2846,1,2011
2011-01-07,ealing,303832,E09000009,296,2833,1,2011
2011-01-08,ealing,307331,E09000009,285,2939,1,2011
2011-01-09,ealing,307754,E09000009,280,2287,1,2011
2011-01-10,ealing,304246,E09000009,279,2697,1,2011
2011-01-11,ealing,299592,E09000009,280,2653,1,2011
2011-01-12,ealing,303095,E09000009,284,2392,1,2011
2012-01-01,ealing,304690,E09000009,229,2712,1,2012
2012-01-02,ealing,308315,E09000009,194,2335,1,2012
2012-01-03,ealing,305323,E09000009,300,2790,1,2012
2012-01-04,ealing,304805,E09000009,173,2399,1,2012
2012-01-05,ealing,310931,E09000009,268,2708,1,2012
2012-01-06,ealing,321734,E09000009,279,2589,1,2012
2012-01-07,ealing,329312,E09000009,302,2741,1,2012
2012-01-08,ealing,330626,E09000009,312,2598,1,2012
2012-01-09,ealing,326083,E09000009,252,2421,1,2012
2012-01-10,ealing,325862,E09000009,307,2576,1,2012
2012-01-11,ealing,329404,E09000009,331,2704,1,2012
2012-01-12,ealing,327288,E09000009,290,2405,1,2012
2013-01-01,ealing,325025,E09000009,264,2373,1,2013
2013-01-02,ealing,322278,E09000009,274,2281,1,2013
2013-01-03,ealing,321594,E09000009,320,2215,1,2013
2013-01-04,ealing,328639,E09000009,256,2193,1,2013
2013-01-05,ealing,331103,E09000009,287,2210,1,2013
2013-01-06,ealing,340097,E09000009,316,2247,1,2013
2013-01-07,ealing,344200,E09000009,371,2475,1,2013
2013-01-08,ealing,347294,E09000009,390,2157,1,2013
2013-01-09,ealing,348839,E09000009,342,2106,1,2013
2013-01-10,ealing,345781,E09000009,375,2231,1,2013
2013-01-11,ealing,349247,E09000009,329,2226,1,2013
2013-01-12,ealing,352969,E09000009,324,2019,1,2013
2014-01-01,ealing,364514,E09000009,301,1995,1,2014
2014-01-02,ealing,370620,E09000009,274,1871,1,2014
2014-01-03,ealing,377756,E09000009,287,2163,1,2014
2014-01-04,ealing,384904,E09000009,293,1970,1,2014
2014-01-05,ealing,395085,E09000009,254,2123,1,2014
2014-01-06,ealing,405196,E09000009,285,2225,1,2014
2014-01-07,ealing,413032,E09000009,293,2380,1,2014
2014-01-08,ealing,422701,E09000009,349,2097,1,2014
2014-01-09,ealing,423808,E09000009,288,2145,1,2014
2014-01-10,ealing,416777,E09000009,318,2371,1,2014
2014-01-11,ealing,413242,E09000009,276,2185,1,2014
2014-01-12,ealing,412835,E09000009,284,2187,1,2014
2015-01-01,ealing,412383,E09000009,289,2091,1,2015
2015-01-02,ealing,412002,E09000009,213,1961,1,2015
2015-01-03,ealing,411636,E09000009,283,2210,1,2015
2015-01-04,ealing,418826,E09000009,269,2109,1,2015
2015-01-05,ealing,422372,E09000009,294,2429,1,2015
2015-01-06,ealing,430234,E09000009,365,2442,1,2015
2015-01-07,ealing,439529,E09000009,381,2388,1,2015
2015-01-08,ealing,445829,E09000009,340,2173,1,2015
2015-01-09,ealing,453923,E09000009,306,2234,1,2015
2015-01-10,ealing,462653,E09000009,326,2349,1,2015
2015-01-11,ealing,474405,E09000009,273,2299,1,2015
2015-01-12,ealing,475935,E09000009,330,2327,1,2015
2016-01-01,ealing,470507,E09000009,255,2226,1,2016
2016-01-02,ealing,471280,E09000009,245,1904,1,2016
2016-01-03,ealing,473105,E09000009,557,2163,1,2016
2016-01-04,ealing,477227,E09000009,150,2332,1,2016
2016-01-05,ealing,469890,E09000009,200,2535,1,2016
2016-01-06,ealing,477207,E09000009,247,2486,1,2016
2016-01-07,ealing,478453,E09000009,217,2589,1,2016
2016-01-08,ealing,483847,E09000009,276,2404,1,2016
2016-01-09,ealing,477486,E09000009,291,2388,1,2016
2016-01-10,ealing,477266,E09000009,197,2380,1,2016
2016-01-11,ealing,475630,E09000009,269,2182,1,2016
2016-01-12,ealing,485390,E09000009,272,2353,1,2016
2017-01-01,ealing,489364,E09000009,200,2119,1,2017
2017-01-02,ealing,489687,E09000009,215,2176,1,2017
2017-01-03,ealing,485942,E09000009,293,2435,1,2017
2017-01-04,ealing,482245,E09000009,195,2253,1,2017
2017-01-05,ealing,486263,E09000009,199,2450,1,2017
2017-01-06,ealing,483875,E09000009,249,2468,1,2017
2017-01-07,ealing,489318,E09000009,248,2555,1,2017
2017-01-08,ealing,488418,E09000009,268,2293,1,2017
2017-01-09,ealing,489068,E09000009,233,2245,1,2017
2017-01-10,ealing,482447,E09000009,217,2648,1,2017
2017-01-11,ealing,479332,E09000009,221,2555,1,2017
2017-01-12,ealing,469146,E09000009,249,2120,1,2017
2018-01-01,ealing,473631,E09000009,216,2300,1,2018
2018-01-02,ealing,476731,E09000009,199,2073,1,2018
2018-01-03,ealing,483878,E09000009,236,2281,1,2018
2018-01-04,ealing,481101,E09000009,211,2290,1,2018
2018-01-05,ealing,473140,E09000009,220,2421,1,2018
2018-01-06,ealing,476828,E09000009,257,2293,1,2018
2018-01-07,ealing,478376,E09000009,256,2514,1,2018
2018-01-08,ealing,485596,E09000009,274,2274,1,2018
2018-01-09,ealing,485266,E09000009,236,2420,1,2018
2018-01-10,ealing,481233,E09000009,217,2554,1,2018
2018-01-11,ealing,482905,E09000009,279,2595,1,2018
2018-01-12,ealing,481922,E09000009,191,2292,1,2018
2019-01-01,ealing,483336,E09000009,186,2550,1,2019
2019-01-02,ealing,476525,E09000009,183,2462,1,2019
2019-01-03,ealing,466492,E09000009,233,2900,1,2019
2019-01-04,ealing,461320,E09000009,185,2505,1,2019
2019-01-05,ealing,465025,E09000009,218,2610,1,2019
2019-01-06,ealing,472063,E09000009,194,2564,1,2019
2019-01-07,ealing,473089,E09000009,224,2824,1,2019
2019-01-08,ealing,473808,E09000009,272,2611,1,2019
2019-01-09,ealing,475064,E09000009,199,2639,1,2019
2019-01-10,ealing,478329,E09000009,190,2713,1,2019
2019-01-11,ealing,475304,E09000009,164,2808,1,2019
2001-01-01,enfield,125851,E09000010,425,2116,1,2001
2001-01-02,enfield,127577,E09000010,411,2038,1,2001
2001-01-03,enfield,128245,E09000010,506,2360,1,2001
2001-01-04,enfield,130619,E09000010,466,2173,1,2001
2001-01-05,enfield,131946,E09000010,615,2300,1,2001
2001-01-06,enfield,134910,E09000010,700,2031,1,2001
2001-01-07,enfield,136380,E09000010,698,2207,1,2001
2001-01-08,enfield,139076,E09000010,750,2243,1,2001
2001-01-09,enfield,141172,E09000010,646,2191,1,2001
2001-01-10,enfield,143385,E09000010,681,2474,1,2001
