date,area,average_price,code,houses_sold,no_of_crimes,borough_flag,year
2001-01-01,barking and dagenham,82343,E09000002,215,1771,1,2001
2001-01-02,barking and dagenham,83266,E09000002,238,1600,1,2001
2001-01-03,barking and dagenham,84058,E09000002,274,1759,1,2001
2001-01-04,barking and dagenham,83965,E09000002,241,1643,1,2001
2001-01-05,barking and dagenham,85124,E09000002,283,1809,1,2001
2001-01-06,barking and dagenham,86732,E09000002,292,1835,1,2001
2001-01-07,barking and dagenham,89194,E09000002,289,1774,1,2001
2001-01-08,barking and dagenham,90462,E09000002,321,1828,1,2001
2001-01-09,barking and dagenham,92610,E09000002,251,1692,1,2001
2001-01-10,barking and dagenham,93584,E09000002,270,1743,1,2001
2001-01-11,barking and dagenham,95918,E09000002,282,1601,1,2001
2001-01-12,barking and dagenham,96712,E09000002,247,1421,1,2001
2002-01-01,barking and dagenham,98713,E09000002,216,1751,1,2002
2002-01-02,barking and dagenham,100229,E09000002,198,1529,1,2002
2002-01-03,barking and dagenham,101633,E09000002,261,1626,1,2002
2002-01-04,barking and dagenham,103885,E09000002,285,1685,1,2002
2002-01-05,barking and dagenham,105761,E09000002,335,1872,1,2002
2002-01-06,barking and dagenham,108615,E09000002,307,1630,1,2002
2002-01-07,barking and dagenham,111983,E09000002,347,1757,1,2002
2002-01-08,barking and dagenham,115548,E09000002,350,1651,1,2002
2002-01-09,barking and dagenham,118331,E09000002,268,1600,1,2002
2002-01-10,barking and dagenham,122940,E09000002,312,1753,1,2002
2002-01-11,barking and dagenham,127316,E09000002,300,1631,1,2002
2002-01-12,barking and dagenham,131709,E09000002,270,1555,1,2002
2003-01-01,barking and dagenham,134750,E09000002,254,1652,1,2003
2003-01-02,barking and dagenham,138195,E09000002,219,1473,1,2003
2003-01-03,barking and dagenham,142207,E09000002,247,1786,1,2003
2003-01-04,barking and dagenham,142192,E09000002,254,1620,1,2003
2003-01-05,barking and dagenham,142797,E09000002,248,1887,1,2003
2003-01-06,barking and dagenham,141957,E09000002,325,1782,1,2003
2003-01-07,barking and dagenham,142223,E09000002,329,1832,1,2003
2003-01-08,barking and dagenham,142792,E09000002,339,1774,1,2003
2003-01-09,barking and dagenham,141707,E09000002,361,1711,1,2003
2003-01-10,barking and dagenham,145136,E09000002,347,2049,1,2003
2003-01-11,barking and dagenham,146331,E09000002,318,1940,1,2003
2003-01-12,barking and dagenham,149701,E09000002,374,1579,1,2003
2004-01-01,barking and dagenham,150115,E09000002,321,1768,1,2004
2004-01-02,barking and dagenham,152688,E09000002,297,1823,1,2004
2004-01-03,barking and dagenham,153591,E09000002,368,1974,1,2004
2004-01-04,barking and dagenham,154014,E09000002,302,1860,1,2004
2004-01-05,barking and dagenham,154361,E09000002,322,1907,1,2004
2004-01-06,barking and dagenham,156951,E09000002,351,1833,1,2004
2004-01-07,barking and dagenham,159227,E09000002,330,1769,1,2004
2004-01-08,barking and dagenham,160620,E09000002,316,1717,1,2004
2004-01-09,barking and dagenham,162821,E09000002,292,1693,1,2004
2004-01-10,barking and dagenham,164422,E09000002,254,1711,1,2004
2004-01-11,barking and dagenham,165172,E09000002,255,1701,1,2004
2004-01-12,barking and dagenham,164130,E09000002,208,1515,1,2004
2005-01-01,barking and dagenham,164484,E09000002,183,1694,1,2005
2005-01-02,barking and dagenham,162324,E09000002,168,1584,1,2005
2005-01-03,barking and dagenham,161927,E09000002,213,1822,1,2005
2005-01-04,barking and dagenham,162771,E09000002,191,1713,1,2005
2005-01-05,barking and dagenham,164000,E09000002,223,1846,1,2005
2005-01-06,barking and dagenham,165770,E09000002,275,1634,1,2005
2005-01-07,barking and dagenham,162428,E09000002,303,1802,1,2005
2005-01-08,barking and dagenham,164000,E09000002,279,1877,1,2005
2005-01-09,barking and dagenham,163111,E09000002,263,1622,1,2005
2005-01-10,barking and dagenham,164179,E09000002,262,1842,1,2005
2005-01-11,barking and dagenham,162695,E09000002,267,1737,1,2005
2005-01-12,barking and dagenham,162642,E09000002,263,1542,1,2005
2006-01-01,barking and dagenham,162340,E09000002,208,2002,1,2006
2006-01-02,barking and dagenham,163024,E09000002,256,1675,1,2006
2006-01-03,barking and dagenham,162004,E09000002,295,1863,1,2006
2006-01-04,barking and dagenham,164204,E09000002,253,1811,1,2006
2006-01-05,barking and dagenham,166048,E09000002,262,1909,1,2006
2006-01-06,barking and dagenham,169013,E09000002,341,1825,1,2006
2006-01-07,barking and dagenham,170204,E09000002,352,1808,1,2006
2006-01-08,barking and dagenham,171177,E09000002,345,1756,1,2006
2006-01-09,barking and dagenham,170251,E09000002,314,1760,1,2006
2006-01-10,barking and dagenham,170091,E09000002,334,1853,1,2006
2006-01-11,barking and dagenham,171598,E09000002,366,1872,1,2006
2006-01-12,barking and dagenham,174285,E09000002,328,1493,1,2006
2007-01-01,barking and dagenham,176577,E09000002,257,1790,1,2007
2007-01-02,barking and dagenham,177051,E09000002,285,1526,1,2007
2007-01-03,barking and dagenham,179011,E09000002,337,1754,1,2007
2007-01-04,barking and dagenham,179847,E09000002,284,1716,1,2007
2007-01-05,barking and dagenham,181828,E09000002,325,1679,1,2007
2007-01-06,barking and dagenham,183476,E09000002,435,1607,1,2007
2007-01-07,barking and dagenham,185929,E09000002,372,1569,1,2007
2007-01-08,barking and dagenham,187337,E09000002,389,1559,1,2007
2007-01-09,barking and dagenham,190223,E09000002,305,1585,1,2007
2007-01-10,barking and dagenham,191576,E09000002,404,1721,1,2007
2007-01-11,barking and dagenham,193603,E09000002,325,1630,1,2007
2007-01-12,barking and dagenham,192458,E09000002,267,1518,1,2007
2008-01-01,barking and dagenham,194235,E09000002,215,1667,1,2008
2008-01-02,barking and dagenham,193699,E09000002,228,1626,1,2008
2008-01-03,barking and dagenham,196257,E09000002,198,1588,1,2008
2008-01-04,barking and dagenham,192932,E09000002,200,1731,1,2008
2008-01-05,barking and dagenham,193573,E09000002,145,1609,1,2008
2008-01-06,barking and dagenham,190727,E09000002,151,1659,1,2008
2008-01-07,barking and dagenham,191067,E09000002,110,1790,1,2008
2008-01-08,barking and dagenham,189100,E09000002,107,1689,1,2008
2008-01-09,barking and dagenham,184659,E09000002,85,1430,1,2008
2008-01-10,barking and dagenham,177921,E09000002,85,1630,1,2008
2008-01-11,barking and dagenham,174390,E09000002,75,1602,1,2008
2008-01-12,barking and dagenham,169722,E09000002,89,1506,1,2008
2009-01-01,barking and dagenham,166798,E09000002,48,1660,1,2009
2009-01-02,barking and dagenham,161879,E09000002,51,1631,1,2009
2009-01-03,barking and dagenham,156811,E09000002,54,1892,1,2009
2009-01-04,barking and dagenham,152209,E09000002,63,1735,1,2009
2009-01-05,barking and dagenham,148433,E09000002,67,1707,1,2009
2009-01-06,barking and dagenham,150194,E09000002,88,1649,1,2009
2009-01-07,barking and dagenham,154105,E09000002,110,1705,1,2009
2009-01-08,barking and dagenham,156272,E09000002,120,1622,1,2009
2009-01-09,barking and dagenham,155827,E09000002,171,1618,1,2009
2009-01-10,barking and dagenham,156674,E09000002,145,1600,1,2009
2009-01-11,barking and dagenham,157272,E09000002,158,1554,1,2009
2009-01-12,barking and dagenham,160889,E09000002,187,1425,1,2009
2010-01-01,barking and dagenham,162905,E09000002,73,1603,1,2010
2010-01-02,barking and dagenham,163023,E09000002,105,1521,1,2010
2010-01-03,barking and dagenham,162831,E09000002,134,1752,1,2010
2010-01-04,barking and dagenham,162756,E09000002,123,1669,1,2010
2010-01-05,barking and dagenham,164903,E09000002,124,1655,1,2010
2010-01-06,barking and dagenham,167148,E09000002,146,1757,1,2010
2010-01-07,barking and dagenham,168661,E09000002,156,1783,1,2010
2010-01-08,barking and dagenham,170216,E09000002,124,1684,1,2010
2010-01-09,barking and dagenham,170253,E09000002,113,1609,1,2010
2010-01-10,barking and dagenham,170298,E09000002,116,1608,1,2010
2010-01-11,barking and dagenham,169250,E09000002,118,1620,1,2010
2010-01-12,barking and dagenham,166485,E09000002,121,1221,1,2010
2011-01-01,barking and dagenham,163821,E09000002,92,1485,1,2011
2011-01-02,barking and dagenham,162484,E09000002,94,1438,1,2011
2011-01-03,barking and dagenham,161660,E09000002,136,1648,1,2011
2011-01-04,barking and dagenham,162401,E09000002,117,1635,1,2011
2011-01-05,barking and dagenham,162703,E09000002,109,1744,1,2011
2011-01-06,barking and dagenham,162304,E09000002,135,1631,1,2011
2011-01-07,barking and dagenham,160895,E09000002,127,1635,1,2011
2011-01-08,barking and dagenham,163477,E09000002,127,1695,1,2011
2011-01-09,barking and dagenham,166865,E09000002,145,1427,1,2011
2011-01-10,barking and dagenham,167493,E09000002,141,1430,1,2011
2011-01-11,barking and dagenham,164847,E09000002,124,1518,1,2011
2011-01-12,barking and dagenham,162631,E09000002,111,1444,1,2011
2012-01-01,barking and dagenham,163899,E09000002,81,1538,1,2012
2012-01-02,barking and dagenham,163607,E09000002,122,1402,1,2012
2012-01-03,barking and dagenham,164438,E09000002,162,1683,1,2012
2012-01-04,barking and dagenham,164731,E09000002,68,1363,1,2012
2012-01-05,barking and dagenham,166503,E09000002,101,1500,1,2012
2012-01-06,barking and dagenham,168049,E09000002,127,1412,1,2012
2012-01-07,barking and dagenham,168007,E09000002,134,1450,1,2012
2012-01-08,barking and dagenham,166180,E09000002,122,1402,1,2012
2012-01-09,barking and dagenham,165304,E09000002,90,1304,1,2012
2012-01-10,barking and dagenham,165328,E09000002,102,1431,1,2012
2012-01-11,barking and dagenham,166508,E09000002,119,1516,1,2012
2012-01-12,barking and dagenham,167813,E09000002,114,1363,1,2012
2013-01-01,barking and dagenham,167919,E09000002,92,1558,1,2013
2013-01-02,barking and dagenham,169461,E09000002,120,1492,1,2013
2013-01-03,barking and dagenham,169414,E09000002,96,1449,1,2013
2013-01-04,barking and dagenham,169968,E09000002,107,1359,1,2013
2013-01-05,barking and dagenham,170475,E09000002,135,1363,1,2013
2013-01-06,barking and dagenham,172652,E09000002,132,1265,1,2013
2013-01-07,barking and dagenham,174604,E09000002,165,1500,1,2013
2013-01-08,barking and dagenham,173720,E09000002,192,1279,1,2013
2013-01-09,barking and dagenham,174761,E09000002,147,1265,1,2013
2013-01-10,barking and dagenham,176821,E09000002,175,1372,1,2013
2013-01-11,barking and dagenham,181910,E09000002,215,1416,1,2013
2013-01-12,barking and dagenham,183099,E09000002,212,1217,1,2013
2014-01-01,barking and dagenham,184884,E09000002,127,1311,1,2014
2014-01-02,barking and dagenham,185428,E09000002,156,1253,1,2014
2014-01-03,barking and dagenham,189877,E09000002,158,1507,1,2014
2014-01-04,barking and dagenham,193077,E09000002,157,1253,1,2014
2014-01-05,barking and dagenham,196620,E09000002,166,1324,1,2014
2014-01-06,barking and dagenham,198040,E09000002,162,1353,1,2014
2014-01-07,barking and dagenham,201936,E09000002,209,1403,1,2014
2014-01-08,barking and dagenham,204974,E09000002,202,1289,1,2014
2014-01-09,barking and dagenham,210412,E09000002,185,1414,1,2014
2014-01-10,barking and dagenham,213903,E09000002,237,1359,1,2014
2014-01-11,barking and dagenham,216631,E09000002,201,1477,1,2014
2014-01-12,barking and dagenham,218285,E09000002,299,1285,1,2014
2015-01-01,barking and dagenham,220070,E09000002,204,1308,1,2015
2015-01-02,barking and dagenham,222919,E09000002,184,1221,1,2015
2015-01-03,barking and dagenham,222417,E09000002,183,1549,1,2015
2015-01-04,barking and dagenham,222176,E09000002,162,1342,1,2015
2015-01-05,barking and dagenham,221826,E09000002,167,1496,1,2015
2015-01-06,barking and dagenham,227558,E09000002,218,1440,1,2015
2015-01-07,barking and dagenham,235702,E09000002,200,1584,1,2015
2015-01-08,barking and dagenham,241735,E09000002,185,1411,1,2015
2015-01-09,barking and dagenham,243479,E09000002,209,1436,1,2015
2015-01-10,barking and dagenham,243539,E09000002,235,1395,1,2015
2015-01-11,barking and dagenham,246955,E09000002,221,1517,1,2015
2015-01-12,barking and dagenham,253145,E09000002,237,1481,1,2015
2016-01-01,barking and dagenham,258758,E09000002,158,1423,1,2016
2016-01-02,barking and dagenham,262861,E09000002,214,1417,1,2016
2016-01-03,barking and dagenham,266209,E09000002,351,1555,1,2016
2016-01-04,barking and dagenham,266744,E09000002,137,1414,1,2016
2016-01-05,barking and dagenham,268081,E09000002,144,1649,1,2016
2016-01-06,barking and dagenham,269318,E09000002,179,1552,1,2016
2016-01-07,barking and dagenham,274243,E09000002,182,1621,1,2016
2016-01-08,barking and dagenham,279484,E09000002,159,1445,1,2016
2016-01-09,barking and dagenham,283654,E09000002,187,1460,1,2016
2016-01-10,barking and dagenham,286210,E09000002,160,1411,1,2016
2016-01-11,barking and dagenham,285853,E09000002,178,1394,1,2016
2016-01-12,barking and dagenham,285622,E09000002,154,1349,1,2016
2017-01-01,barking and dagenham,282441,E09000002,129,1379,1,2017
2017-01-02,barking and dagenham,280698,E09000002,146,1412,1,2017
2017-01-03,barking and dagenham,278213,E09000002,223,1603,1,2017
2017-01-04,barking and dagenham,280567,E09000002,125,1497,1,2017
2017-01-05,barking and dagenham,286018,E09000002,174,1706,1,2017
2017-01-06,barking and dagenham,289569,E09000002,192,1581,1,2017
2017-01-07,barking and dagenham,291727,E09000002,160,1718,1,2017
2017-01-08,barking and dagenham,290965,E09000002,164,1606,1,2017
2017-01-09,barking and dagenham,292519,E09000002,178,1553,1,2017
2017-01-10,barking and dagenham,293390,E09000002,206,1633,1,2017
2017-01-11,barking and dagenham,293796,E09000002,193,1523,1,2017
2017-01-12,barking and dagenham,292915,E09000002,180,1463,1,2017
2018-01-01,barking and dagenham,291548,E09000002,154,1502,1,2018
2018-01-02,barking and dagenham,292777,E09000002,150,1423,1,2018
2018-01-03,barking and dagenham,291723,E09000002,160,1605,1,2018
2018-01-04,barking and dagenham,291184,E09000002,150,1453,1,2018
2018-01-05,barking and dagenham,290239,E09000002,166,1504,1,2018
2018-01-06,barking and dagenham,294236,E09000002,172,1569,1,2018
2018-01-07,barking and dagenham,294953,E09000002,211,1612,1,2018
2018-01-08,barking and dagenham,295908,E09000002,151,1460,1,2018
2018-01-09,barking and dagenham,296424,E09000002,148,1467,1,2018
2018-01-10,barking and dagenham,299648,E09000002,161,1582,1,2018
2018-01-11,barking and dagenham,302606,E09000002,169,1560,1,2018
2018-01-12,barking and dagenham,301114,E09000002,141,1544,1,2018
2019-01-01,barking and dagenham,297181,E09000002,119,1576,1,2019
2019-01-02,barking and dagenham,293881,E09000002,139,1576,1,2019
2019-01-03,barking and dagenham,294585,E09000002,154,1711,1,2019
2019-01-04,barking and dagenham,296360,E09000002,119,1681,1,2019
2019-01-05,barking and dagenham,296555,E09000002,109,1830,1,2019
2019-01-06,barking and dagenham,295600,E09000002,124,1698,1,2019
2019-01-07,barking and dagenham,299538,E09000002,141,1820,1,2019
2019-01-08,barking and dagenham,300702,E09000002,154,1550,1,2019
2019-01-09,barking and dagenham,305277,E09000002,125,1649,1,2019
2019-01-10,barking and dagenham,304153,E09000002,131,1794,1,2019
2019-01-11,barking and dagenham,305882,E09000002,124,1653,1,2019
2001-01-01,barnet,175475,E09000003,450,2338,1,2001
2001-01-02,barnet,178108,E09000003,388,2290,1,2001
2001-01-03,barnet,178226,E09000003,537,2328,1,2001
2001-01-04,barnet,178813,E09000003,527,2180,1,2001
2001-01-05,barnet,178636,E09000003,613,2870,1,2001
2001-01-06,barnet,181194,E09000003,659,2411,1,2001
2001-01-07,barnet,183941,E09000003,693,2438,1,2001
2001-01-08,barnet,187691,E09000003,753,2225,1,2001
2001-01-09,barnet,190954,E09000003,569,2103,1,2001
2001-01-10,barnet,194320,E09000003,566,2336,1,2001
2001-01-11,barnet,198610,E09000003,581,2394,1,2001
2001-01-12,barnet,200792,E09000003,467,2146,1,2001
2002-01-01,barnet,203249,E09000003,501,2373,1,2002
2002-01-02,barnet,202713,E09000003,482,2143,1,2002
2002-01-03,barnet,204694,E09000003,574,2334,1,2002
2002-01-04,barnet,208077,E09000003,585,2201,1,2002
2002-01-05,barnet,214594,E09000003,666,2458,1,2002
2002-01-06,barnet,219793,E09000003,603,2261,1,2002
2002-01-07,barnet,227129,E09000003,754,2581,1,2002
2002-01-08,barnet,230537,E09000003,761,2440,1,2002
2002-01-09,barnet,233748,E09000003,570,2433,1,2002
2002-01-10,barnet,232184,E09000003,615,2610,1,2002
2002-01-11,barnet,235730,E09000003,570,2586,1,2002
2002-01-12,barnet,236506,E09000003,634,2324,1,2002
2003-01-01,barnet,244239,E09000003,507,2614,1,2003
2003-01-02,barnet,245752,E09000003,427,2418,1,2003
2003-01-03,barnet,250708,E09000003,421,2552,1,2003
2003-01-04,barnet,246175,E09000003,434,2557,1,2003
2003-01-05,barnet,244449,E09000003,450,2581,1,2003
2003-01-06,barnet,244464,E09000003,463,2681,1,2003
2003-01-07,barnet,250826,E09000003,520,2839,1,2003
2003-01-08,barnet,254882,E09000003,574,2559,1,2003
2003-01-09,barnet,257504,E09000003,588,2635,1,2003
2003-01-10,barnet,257724,E09000003,623,2560,1,2003
2003-01-11,barnet,257772,E09000003,572,2506,1,2003
2003-01-12,barnet,260059,E09000003,629,2365,1,2003
2004-01-01,barnet,259868,E09000003,556,2751,1,2004
2004-01-02,barnet,261559,E09000003,500,2595,1,2004
2004-01-03,barnet,261478,E09000003,607,2873,1,2004
2004-01-04,barnet,263774,E09000003,599,2616,1,2004
2004-01-05,barnet,269023,E09000003,492,2812,1,2004
2004-01-06,barnet,272859,E09000003,713,2705,1,2004
2004-01-07,barnet,276811,E09000003,735,2847,1,2004
2004-01-08,barnet,276712,E09000003,618,2721,1,2004
2004-01-09,barnet,278219,E09000003,483,2763,1,2004
2004-01-10,barnet,278320,E09000003,491,2781,1,2004
2004-01-11,barnet,282306,E09000003,433,2893,1,2004
2004-01-12,barnet,281320,E09000003,464,2609,1,2004
2005-01-01,barnet,282820,E09000003,336,2710,1,2005
2005-01-02,barnet,277154,E09000003,296,2343,1,2005
2005-01-03,barnet,274216,E09000003,363,2689,1,2005
2005-01-04,barnet,272772,E09000003,439,2714,1,2005
2005-01-05,barnet,273841,E09000003,434,2630,1,2005
2005-01-06,barnet,279515,E09000003,502,2593,1,2005
2005-01-07,barnet,279928,E09000003,489,2605,1,2005
2005-01-08,barnet,282066,E09000003,503,2419,1,2005
2005-01-09,barnet,283148,E09000003,531,2585,1,2005
2005-01-10,barnet,283024,E09000003,474,2831,1,2005
2005-01-11,barnet,283421,E09000003,489,2762,1,2005
2005-01-12,barnet,281611,E09000003,524,2485,1,2005
2006-01-01,barnet,282334,E09000003,435,2551,1,2006
2006-01-02,barnet,281120,E09000003,443,2290,1,2006
2006-01-03,barnet,281674,E09000003,512,2646,1,2006
2006-01-04,barnet,283206,E09000003,459,2585,1,2006
2006-01-05,barnet,286462,E09000003,497,2403,1,2006
2006-01-06,barnet,287725,E09000003,633,2300,1,2006
2006-01-07,barnet,292435,E09000003,660,2284,1,2006
2006-01-08,barnet,296104,E09000003,696,2311,1,2006
2006-01-09,barnet,300381,E09000003,604,2356,1,2006
2006-01-10,barnet,299832,E09000003,586,2417,1,2006
2006-01-11,barnet,300765,E09000003,619,2456,1,2006
2006-01-12,barnet,304015,E09000003,608,2343,1,2006
2007-01-01,barnet,306484,E09000003,505,2376,1,2007
2007-01-02,barnet,309910,E09000003,494,2076,1,2007
2007-01-03,barnet,310377,E09000003,593,2092,1,2007
2007-01-04,barnet,313521,E09000003,511,2139,1,2007
2007-01-05,barnet,318831,E09000003,568,2342,1,2007
2007-01-06,barnet,323805,E09000003,679,2307,1,2007
2007-01-07,barnet,331745,E09000003,661,2242,1,2007
2007-01-08,barnet,334689,E09000003,688,2166,1,2007
2007-01-09,barnet,340987,E09000003,629,2101,1,2007
2007-01-10,barnet,342548,E09000003,638,2149,1,2007
2007-01-11,barnet,345869,E09000003,528,2256,1,2007
2007-01-12,barnet,344219,E09000003,367,1920,1,2007
2008-01-01,barnet,344480,E09000003,354,2157,1,2008
2008-01-02,barnet,339644,E09000003,347,1880,1,2008
2008-01-03,barnet,335896,E09000003,333,2144,1,2008
2008-01-04,barnet,333836,E09000003,314,2140,1,2008
2008-01-05,barnet,338033,E09000003,372,2281,1,2008
2008-01-06,barnet,340825,E09000003,317,2155,1,2008
2008-01-07,barnet,337540,E09000003,326,2231,1,2008
2008-01-08,barnet,329269,E09000003,244,1977,1,2008
2008-01-09,barnet,320831,E09000003,234,1982,1,2008
2008-01-10,barnet,318948,E09000003,231,2242,1,2008
2008-01-11,barnet,314868,E09000003,176,2195,1,2008
2008-01-12,barnet,306110,E09000003,190,2169,1,2008
2009-01-01,barnet,294598,E09000003,139,2201,1,2009
2009-01-02,barnet,289251,E09000003,153,1809,1,2009
2009-01-03,barnet,288719,E09000003,157,2189,1,2009
2009-01-04,barnet,286601,E09000003,184,2024,1,2009
2009-01-05,barnet,288396,E09000003,191,2200,1,2009
2009-01-06,barnet,291608,E09000003,212,2196,1,2009
2009-01-07,barnet,301141,E09000003,327,2234,1,2009
2009-01-08,barnet,305077,E09000003,314,2035,1,2009
2009-01-09,barnet,310670,E09000003,362,2114,1,2009
2009-01-10,barnet,309970,E09000003,395,2222,1,2009
2009-01-11,barnet,310970,E09000003,366,2219,1,2009
2009-01-12,barnet,312235,E09000003,370,1967,1,2009
2010-01-01,barnet,316926,E09000003,268,2039,1,2010
2010-01-02,barnet,318995,E09000003,272,2174,1,2010
2010-01-03,barnet,324873,E09000003,321,2277,1,2010
2010-01-04,barnet,327955,E09000003,260,2038,1,2010
2010-01-05,barnet,331168,E09000003,333,2098,1,2010
2010-01-06,barnet,330965,E09000003,400,2273,1,2010
2010-01-07,barnet,336380,E09000003,424,2182,1,2010
2010-01-08,barnet,341812,E09000003,425,2059,1,2010
2010-01-09,barnet,347747,E09000003,395,2156,1,2010
2010-01-10,barnet,344010,E09000003,374,2252,1,2010
2010-01-11,barnet,341702,E09000003,368,2171,1,2010
2010-01-12,barnet,335004,E09000003,303,1921,1,2010
2011-01-01,barnet,337575,E09000003,246,2194,1,2011
2011-01-02,barnet,339623,E09000003,231,2047,1,2011
2011-01-03,barnet,345258,E09000003,298,2316,1,2011
2011-01-04,barnet,340441,E09000003,250,2243,1,2011
2011-01-05,barnet,335305,E09000003,295,2326,1,2011
2011-01-06,barnet,330259,E09000003,322,2338,1,2011
2011-01-07,barnet,332255,E09000003,372,2352,1,2011
2011-01-08,barnet,334216,E09000003,374,2096,1,2011
2011-01-09,barnet,339125,E09000003,399,1978,1,2011
2011-01-10,barnet,340673,E09000003,357,2183,1,2011
2011-01-11,barnet,346353,E09000003,369,2287,1,2011
2011-01-12,barnet,346653,E09000003,395,2033,1,2011
2012-01-01,barnet,351280,E09000003,300,1996,1,2012
2012-01-02,barnet,352048,E09000003,311,2039,1,2012
2012-01-03,barnet,348611,E09000003,364,2400,1,2012
2012-01-04,barnet,351150,E09000003,279,2097,1,2012
2012-01-05,barnet,353469,E09000003,341,2135,1,2012
2012-01-06,barnet,361667,E09000003,380,2170,1,2012
2012-01-07,barnet,362335,E09000003,321,2184,1,2012
2012-01-08,barnet,362586,E09000003,392,1995,1,2012
2012-01-09,barnet,367109,E09000003,379,1926,1,2012
2012-01-10,barnet,366527,E09000003,337,2211,1,2012
2012-01-11,barnet,365376,E09000003,339,2460,1,2012
2012-01-12,barnet,361371,E09000003,312,2049,1,2012
2013-01-01,barnet,362880,E09000003,337,2089,1,2013
2013-01-02,barnet,363064,E09000003,321,1921,1,2013
2013-01-03,barnet,363754,E09000003,417,2133,1,2013
2013-01-04,barnet,361907,E09000003,338,1817,1,2013
2013-01-05,barnet,364637,E09000003,402,1881,1,2013
2013-01-06,barnet,367754,E09000003,325,1882,1,2013
2013-01-07,barnet,377520,E09000003,457,1966,1,2013
2013-01-08,barnet,382032,E09000003,505,1703,1,2013
2013-01-09,barnet,385304,E09000003,418,1800,1,2013
2013-01-10,barnet,385629,E09000003,445,2011,1,2013
2013-01-11,barnet,390598,E09000003,438,2040,1,2013
2013-01-12,barnet,392168,E09000003,368,1971,1,2013
2014-01-01,barnet,398384,E09000003,410,1857,1,2014
2014-01-02,barnet,403842,E09000003,397,1796,1,2014
2014-01-03,barnet,411453,E09000003,388,2006,1,2014
2014-01-04,barnet,414855,E09000003,416,1917,1,2014
2014-01-05,barnet,421203,E09000003,383,1954,1,2014
2014-01-06,barnet,428806,E09000003,427,1766,1,2014
2014-01-07,barnet,438505,E09000003,516,1975,1,2014
2014-01-08,barnet,446443,E09000003,465,1897,1,2014
2014-01-09,barnet,450728,E09000003,432,1870,1,2014
2014-01-10,barnet,451041,E09000003,451,2058,1,2014
2014-01-11,barnet,448523,E09000003,376,1989,1,2014
2014-01-12,barnet,450577,E09000003,397,1950,1,2014
2015-01-01,barnet,461383,E09000003,353,1994,1,2015
2015-01-02,barnet,471363,E09000003,378,1848,1,2015
2015-01-03,barnet,473233,E09000003,421,1976,1,2015
2015-01-04,barnet,472033,E09000003,325,1925,1,2015
2015-01-05,barnet,466125,E09000003,375,1963,1,2015
2015-01-06,barnet,473322,E09000003,449,2113,1,2015
2015-01-07,barnet,470262,E09000003,470,2193,1,2015
2015-01-08,barnet,478796,E09000003,416,2013,1,2015
2015-01-09,barnet,484487,E09000003,440,1981,1,2015
2015-01-10,barnet,492110,E09000003,547,2267,1,2015
2015-01-11,barnet,499850,E09000003,506,2208,1,2015
2015-01-12,barnet,501293,E09000003,445,2142,1,2015
2016-01-01,barnet,512166,E09000003,357,2051,1,2016
2016-01-02,barnet,509863,E09000003,395,1974,1,2016
2016-01-03,barnet,513342,E09000003,891,2155,1,2016
2016-01-04,barnet,517408,E09000003,237,2168,1,2016
2016-01-05,barnet,533676,E09000003,396,2266,1,2016
2016-01-06,barnet,539830,E09000003,486,2198,1,2016
2016-01-07,barnet,535272,E09000003,395,2148,1,2016
2016-01-08,barnet,532358,E09000003,386,2130,1,2016
2016-01-09,barnet,534921,E09000003,436,2220,1,2016
2016-01-10,barnet,533793,E09000003,361,2174,1,2016
2016-01-11,barnet,526422,E09000003,376,2136,1,2016
2016-01-12,barnet,522223,E09000003,383,2077,1,2016
2017-01-01,barnet,532924,E09000003,251,2079,1,2017
2017-01-02,barnet,540501,E09000003,319,2045,1,2017
2017-01-03,barnet,549401,E09000003,405,2438,1,2017
2017-01-04,barnet,543699,E09000003,293,2207,1,2017
2017-01-05,barnet,544994,E09000003,353,2296,1,2017
2017-01-06,barnet,531344,E09000003,410,2221,1,2017
2017-01-07,barnet,527928,E09000003,325,2385,1,2017
2017-01-08,barnet,526223,E09000003,368,2210,1,2017
2017-01-09,barnet,537986,E09000003,328,2155,1,2017
2017-01-10,barnet,544090,E09000003,347,2414,1,2017
2017-01-11,barnet,541563,E09000003,319,2464,1,2017
2017-01-12,barnet,538718,E09000003,310,2085,1,2017
2018-01-01,barnet,531832,E09000003,247,2258,1,2018
2018-01-02,barnet,531736,E09000003,273,2118,1,2018
2018-01-03,barnet,538120,E09000003,314,2396,1,2018
2018-01-04,barnet,541502,E09000003,295,2352,1,2018
2018-01-05,barnet,533088,E09000003,245,2396,1,2018
2018-01-06,barnet,524702,E09000003,446,2346,1,2018
2018-01-07,barnet,523397,E09000003,335,2366,1,2018
2018-01-08,barnet,533715,E09000003,411,2244,1,2018
2018-01-09,barnet,534951,E09000003,349,2264,1,2018
2018-01-10,barnet,537284,E09000003,335,2550,1,2018
2018-01-11,barnet,535060,E09000003,318,2562,1,2018
2018-01-12,barnet,533810,E09000003,343,2421,1,2018
2019-01-01,barnet,528639,E09000003,291,2413,1,2019
2019-01-02,barnet,524112,E09000003,240,2545,1,2019
2019-01-03,barnet,517093,E09000003,285,2841,1,2019
2019-01-04,barnet,512588,E09000003,294,2549,1,2019
2019-01-05,barnet,503721,E09000003,277,2560,1,2019
2019-01-06,barnet,511926,E09000003,267,2726,1,2019
2019-01-07,barnet,514134,E09000003,289,2828,1,2019
